,Pop,Sq.Ki.,Sq.Mi.,Pop.per.Sq.Ki.,Name
,3492,3109.1,1200.4,1.1,Oneida County
,8392,19887.0,7678.4,0.4,Owyhee County
,16434,1055.5,407.5,15.6,Payette County
,7086,3640.7,1405.7,1.9,Power County
,13931,6822.1,2634.0,2.0,Shoshone County
,3439,1166.5,450.4,2.9,Teton County
,53580,4986.1,1925.1,10.7,Twin Falls County
,6109,9526.5,3678.2,0.6,Valley County
,8550,3772.0,1456.4,2.3,Washington County
,11430602,143986.6,55593.3,79.4,Illinois
,66090,2218.9,856.7,29.8,Adams County
,10626,612.3,236.4,17.4,Alexander County
,14991,984.7,380.2,15.2,Bond County
,30806,728.8,281.4,42.3,Boone County
,5836,791.7,305.7,7.4,Brown County
,35688,2249.7,868.6,15.9,Bureau County
,5322,657.5,253.8,8.1,Calhoun County
,16805,1150.6,444.2,14.6,Carroll County
,13437,973.7,376.0,13.8,Cass County
,173025,2582.7,997.2,67.0,Champaign County
,34418,1836.5,709.1,18.7,Christian County
,15921,1299.0,501.5,12.3,Clark County
,14460,1215.4,469.3,11.9,Clay County
,33944,1228.3,474.3,27.6,Clinton County
,51644,1316.5,508.3,39.2,Coles County
,5105067,2449.3,945.7,2084.3,Cook County
,19464,1148.8,443.6,16.9,Crawford County
,10670,896.2,346.0,11.9,Cumberland County
,77932,1642.5,634.2,47.4,DeKalb County
,16516,1029.8,397.6,16.0,De Witt County
,19464,1079.7,416.9,18.0,Douglas County
,781666,866.2,334.4,902.4,Du Page County
,19595,1615.1,623.6,12.1,Edgar County
,7440,575.9,222.4,12.9,Edwards County
,31704,1239.9,478.7,25.6,Effingham County
,20893,1855.8,716.5,11.3,Fayette County
,14275,1258.5,485.9,11.3,Ford County
,40319,1067.3,412.1,37.8,Franklin County
,38080,2242.1,865.7,17.0,Fulton County
,6909,838.5,323.7,8.2,Gallatin County
,15317,1406.7,543.1,10.9,Greene County
,32337,1088.2,420.1,29.7,Grundy County
,8499,1127.1,435.2,7.5,Hamilton County
,21373,2058.2,794.7,10.4,Hancock County
,5189,461.9,178.3,11.2,Hardin County
,8096,981.2,378.8,8.3,Henderson County
,51159,2132.2,823.3,24.0,Henry County
,30787,2891.8,1116.5,10.6,Iroquois County
,61067,1523.3,588.1,40.1,Jackson County
,10609,1280.6,494.4,8.3,Jasper County
,37020,1479.1,571.1,25.0,Jefferson County
,20539,956.3,369.2,21.5,Jersey County
,21821,1557.0,601.2,14.0,Jo Daviess County
,11347,896.2,346.0,12.7,Johnson County
,317471,1348.6,520.7,235.4,Kane County
,96255,1754.7,677.5,54.9,Kankakee County
,39413,830.5,320.7,47.5,Kendall County
,56393,1855.3,716.3,30.4,Knox County
,516418,1159.8,447.8,445.3,Lake County
,106913,2939.8,1135.0,36.4,La Salle County
,15972,963.5,372.0,16.6,Lawrence County
,34392,1878.8,725.4,18.3,Lee County
,39301,2703.5,1043.8,14.5,Livingston County
,30798,1601.1,618.2,19.2,Logan County
,35244,1526.3,589.3,23.1,McDonough County
,183241,1564.7,604.1,117.1,McHenry County
,129180,3065.6,1183.6,42.1,McLean County
,117206,1503.6,580.6,77.9,Macon County
,47679,2236.9,863.7,21.3,Macoupin County
,249238,1877.9,725.1,132.7,Madison County
,41561,1482.2,572.3,28.0,Marion County
,12846,1000.0,386.1,12.8,Marshall County
,16269,1396.0,539.0,11.7,Mason County
,14752,619.1,239.1,23.8,Massac County
,11164,814.0,314.3,13.7,Menard County
,17290,1453.1,561.1,11.9,Mercer County
,22422,1005.8,388.3,22.3,Monroe County
,30728,1823.0,703.8,16.9,Montgomery County
,36397,1473.2,568.8,24.7,Morgan County
,13930,869.2,335.6,16.0,Moultrie County
,45957,1965.5,758.9,23.4,Ogle County
,182827,1604.6,619.6,113.9,Peoria County
,21412,1142.2,441.0,18.7,Perry County
,15548,1139.7,440.0,13.6,Piatt County
,17577,2150.6,830.3,8.2,Pike County
,4373,960.6,370.9,4.6,Pope County
,7523,520.1,200.8,14.5,Pulaski County
,5730,413.9,159.8,13.8,Putnam County
,34583,1498.2,578.4,23.1,Randolph County
,16545,932.8,360.2,17.7,Richland County
,148723,1105.4,426.8,134.5,Rock Island County
,262852,1719.5,663.9,152.9,St. Clair County
,26551,992.8,383.3,26.7,Saline County
,178386,2248.8,868.3,79.3,Sangamon County
,7498,1132.8,437.4,6.6,Schuyler County
,5644,650.0,251.0,8.7,Scott County
,22261,1964.6,758.6,11.3,Shelby County
,6534,745.7,287.9,8.8,Stark County
,48052,1461.5,564.3,32.9,Stephenson County
,123692,1680.7,648.9,73.6,Tazewell County
,17619,1077.9,416.2,16.3,Union County
,88257,2328.7,899.1,37.9,Vermilion County
,13111,578.8,223.5,22.7,Wabash County
,19181,1405.3,542.6,13.6,Warren County
,14965,1457.3,562.7,10.3,Washington County
,17241,1849.1,713.9,9.3,Wayne County
,16522,1281.9,494.9,12.9,White County
,60186,1773.7,684.8,33.9,Whiteside County
,357313,2168.5,837.3,164.8,Will County
,57733,1098.6,424.2,52.6,Williamson County
,252913,1330.8,513.8,190.0,Winnebago County
,32653,1367.6,528.0,23.9,Woodford County
,5544159,92903.6,35870.1,59.7,Indiana
,31095,879.0,339.4,35.4,Adams County
,300836,1702.4,657.3,176.7,Allen County
,63657,1053.8,406.9,60.4,Bartholomew County
,9441,1052.4,406.3,9.0,Benton County
,14067,427.7,165.1,32.9,Blackford County
,38147,1094.9,422.7,34.8,Boone County
,14080,808.8,312.3,17.4,Brown County
,18809,964.2,372.3,19.5,Carroll County
,38413,1069.4,412.9,35.9,Cass County
,87777,971.7,375.2,90.3,Clark County
,24705,926.3,357.6,26.7,Clay County
,30974,1049.3,405.1,29.5,Clinton County
,9914,791.8,305.7,12.5,Crawford County
,27533,1115.6,430.7,24.7,Daviess County
,38835,790.6,305.2,49.1,Dearborn County
,23645,965.1,372.6,24.5,Decatur County
,35324,939.9,362.9,37.6,De Kalb County
,119659,1018.7,393.3,117.5,Delaware County
,36616,1114.0,430.1,32.9,Dubois County
,156198,1201.3,463.8,130.0,Elkhart County
,26015,556.8,215.0,46.7,Fayette County
,64404,383.4,148.0,168.0,Floyd County
,17808,1024.9,395.7,17.4,Fountain County
,19580,999.8,386.0,19.6,Franklin County
,18840,954.5,368.5,19.7,Fulton County
,31913,1266.1,488.9,25.2,Gibson County
,74169,1072.4,414.0,69.2,Grant County
,30410,1404.1,542.1,21.7,Greene County
,108936,1030.9,398.0,105.7,Hamilton County
,45527,793.0,306.2,57.4,Hancock County
,29890,1256.8,485.3,23.8,Harrison County
,75717,1057.8,408.4,71.6,Hendricks County
,48139,1017.8,393.0,47.3,Henry County
,80827,759.1,293.1,106.5,Howard County
,35427,991.0,382.6,35.8,Huntington County
,37730,1319.2,509.3,28.6,Jackson County
,24960,1450.1,559.9,17.2,Jasper County
,21512,993.7,383.7,21.6,Jay County
,29797,936.0,361.4,31.8,Jefferson County
,23661,977.1,377.3,24.2,Jennings County
,88109,829.4,320.2,106.2,Johnson County
,39884,1336.1,515.9,29.9,Knox County
,65294,1392.2,537.5,46.9,Kosciusko County
,29477,983.1,379.6,30.0,Lagrange County
,475594,1287.3,497.0,369.5,Lake County
,107066,1549.5,598.3,69.1,La Porte County
,42836,1162.6,448.9,36.8,Lawrence County
,130669,1171.1,452.2,111.6,Madison County
,797159,1026.7,396.4,776.4,Marion County
,42182,1150.7,444.3,36.7,Marshall County
,10369,870.6,336.2,11.9,Martin County
,36897,973.2,375.8,37.9,Miami County
,108978,1021.4,394.4,106.7,Monroe County
,34436,1306.9,504.6,26.3,Montgomery County
,55920,1052.8,406.5,53.1,Morgan County
,13551,1040.9,401.9,13.0,Newton County
,37877,1064.8,411.1,35.6,Noble County
,5315,224.6,86.7,23.7,Ohio County
,18409,1034.8,399.6,17.8,Orange County
,17281,997.7,385.2,17.3,Owen County
,15410,1152.1,444.8,13.4,Parke County
,19107,987.9,381.4,19.3,Perry County
,12509,870.7,336.2,14.4,Pike County
,128932,1083.2,418.2,119.0,Porter County
,25968,1058.1,408.5,24.5,Posey County
,12643,1123.3,433.7,11.3,Pulaski County
,30315,1244.1,480.3,24.4,Putnam County
,27148,1173.0,452.9,23.1,Randolph County
,24616,1156.1,446.4,21.3,Ripley County
,18129,1057.6,408.3,17.1,Rush County
,247052,1184.5,457.3,208.6,St. Joseph County
,20991,493.1,190.4,42.6,Scott County
,40307,1068.8,412.7,37.7,Shelby County
,19490,1032.7,398.7,18.9,Spencer County
,22747,801.1,309.3,28.4,Starke County
,27446,799.6,308.7,34.3,Steuben County
,18993,1158.3,447.2,16.4,Sullivan County
,7738,572.9,221.2,13.5,Switzerland County
,130598,1294.6,499.8,100.9,Tippecanoe County
,16119,674.5,260.4,23.9,Tipton County
,6976,418.4,161.6,16.7,Union County
,165058,607.6,234.6,271.7,Vanderburgh County
,16773,665.4,256.9,25.2,Vermillion County
,106107,1044.6,403.3,101.6,Vigo County
,35069,1070.2,413.2,32.8,Wabash County
,8176,945.1,364.9,8.7,Warren County
,44920,994.8,384.1,45.2,Warrick County
,23717,1332.4,514.5,17.8,Washington County
,71951,1045.3,403.6,68.8,Wayne County
,25948,958.3,370.0,27.1,Wells County
,23265,1308.6,505.3,17.8,White County
,27651,869.0,335.5,31.8,Whitley County
,2776755,144716.0,55874.9,19.2,Iowa
,8409,1474.6,569.3,5.7,Adair County
,4866,1097.0,423.6,4.4,Adams County
,13855,1656.6,639.6,8.4,Allamakee County
,13743,1285.4,496.3,10.7,Appanoose County
,7334,1147.8,443.2,6.4,Audubon County
,22429,1855.6,716.5,12.1,Benton County
,123798,1469.5,567.4,84.2,Black Hawk County
,25186,1480.2,571.5,17.0,Boone County
,22813,1134.3,437.9,20.1,Bremer County
,20844,1479.6,571.3,14.1,Buchanan County
,19965,1488.8,574.8,13.4,Buena Vista County
,15731,1503.3,580.4,10.5,Butler County
,11508,1476.8,570.2,7.8,Calhoun County
,21423,1474.6,569.3,14.5,Carroll County
,15128,1461.7,564.3,10.3,Cass County
,17381,1501.1,579.6,11.6,Cedar County
,46733,1472.2,568.4,31.7,Cerro Gordo County
,14098,1494.9,577.2,9.4,Cherokee County
,13295,1307.2,504.7,10.2,Chickasaw County
,8287,1116.7,431.2,7.4,Clarke County
,17585,1473.5,568.9,11.9,Clay County
,19054,2017.2,778.8,9.4,Clayton County
,51040,1800.2,695.0,28.4,Clinton County
,16775,1850.3,714.4,9.1,Crawford County
,29755,1519.0,586.5,19.6,Dallas County
,8312,1303.5,503.3,6.4,Davis County
,8338,1378.5,532.3,6.0,Decatur County
,18035,1496.7,577.9,12.0,Delaware County
,42614,1077.9,416.2,39.5,Des Moines County
,14909,987.0,381.1,15.1,Dickinson County
,86403,1575.3,608.2,54.8,Dubuque County
,11569,1025.0,395.8,11.3,Emmet County
,21843,1893.2,731.0,11.5,Fayette County
,17058,1296.5,500.6,13.2,Floyd County
,11364,1508.6,582.5,7.5,Franklin County
,8226,1324.3,511.3,6.2,Fremont County
,10045,1472.3,568.4,6.8,Greene County
,12029,1301.6,502.6,9.2,Grundy County
,10935,1529.7,590.6,7.1,Guthrie County
,16071,1493.7,576.7,10.8,Hamilton County
,12638,1479.3,571.1,8.5,Hancock County
,19094,1474.5,569.3,12.9,Hardin County
,14730,1804.9,696.9,8.2,Harrison County
,19226,1125.3,434.5,17.1,Henry County
,9809,1226.2,473.4,8.0,Howard County
,10756,1125.2,434.4,9.6,Humboldt County
,8365,1118.2,431.7,7.5,Ida County
,14630,1519.0,586.5,9.6,Iowa County
,19950,1647.6,636.1,12.1,Jackson County
,34795,1890.8,730.0,18.4,Jasper County
,16310,1127.6,435.4,14.5,Jefferson County
,96119,1591.7,614.5,60.4,Johnson County
,19444,1490.2,575.4,13.0,Jones County
,11624,1500.2,579.2,7.7,Keokuk County
,18591,2520.3,973.1,7.4,Kossuth County
,38687,1340.1,517.4,28.9,Lee County
,168767,1858.4,717.5,90.8,Linn County
,11592,1041.0,401.9,11.1,Louisa County
,9070,1115.2,430.6,8.1,Lucas County
,11952,1521.8,587.6,7.9,Lyon County
,12483,1453.4,561.2,8.6,Madison County
,21522,1478.8,570.9,14.6,Mahaska County
,30001,1435.5,554.3,20.9,Marion County
,38276,1482.4,572.4,25.8,Marshall County
,13202,1130.7,436.6,11.7,Mills County
,10928,1214.6,469.0,9.0,Mitchell County
,10034,1795.3,693.2,5.6,Monona County
,8114,1122.6,433.4,7.2,Monroe County
,12076,1097.9,423.9,11.0,Montgomery County
,39907,1136.2,438.7,35.1,Muscatine County
,15444,1484.4,573.1,10.4,O'Brien County
,7267,1032.9,398.8,7.0,Osceola County
,16870,1385.3,534.9,12.2,Page County
,10669,1460.4,563.9,7.3,Palo Alto County
,23388,2236.8,863.6,10.5,Plymouth County
,9525,1496.4,577.7,6.4,Pocahontas County
,327140,1475.0,569.5,221.8,Polk County
,82628,2471.7,954.3,33.4,Pottawattamie County
,19033,1515.4,585.1,12.6,Poweshiek County
,5420,1392.7,537.7,3.9,Ringgold County
,12324,1491.4,575.8,8.3,Sac County
,150979,1186.0,457.9,127.3,Scott County
,13230,1530.5,590.9,8.6,Shelby County
,29903,1989.0,767.9,15.0,Sioux County
,74252,1483.8,572.9,50.0,Story County
,17419,1868.3,721.4,9.3,Tama County
,7114,1383.0,534.0,5.1,Taylor County
,12750,1099.2,424.4,11.6,Union County
,7676,1256.8,485.3,6.1,Van Buren County
,35687,1118.5,431.8,31.9,Wapello County
,36033,1480.7,571.7,24.3,Warren County
,19612,1473.3,568.8,13.3,Washington County
,7067,1361.4,525.6,5.2,Wayne County
,40342,1852.6,715.3,21.8,Webster County
,12122,1037.3,400.5,11.7,Winnebago County
,20847,1786.2,689.7,11.7,Winneshiek County
,98276,2260.2,872.7,43.5,Woodbury County
,7991,1036.0,400.0,7.7,Worth County
,14269,1504.2,580.8,9.5,Wright County
,2477574,211921.6,81823.0,11.7,Kansas
,14638,1302.9,503.1,11.2,Allen County
,7803,1509.9,583.0,5.2,Anderson County
,16932,1119.8,432.4,15.1,Atchison County
,5874,2937.5,1134.2,2.0,Barber County
,29382,2315.6,894.0,12.7,Barton County
,14966,1650.2,637.1,9.1,Bourbon County
,11128,1478.1,570.7,7.5,Brown County
,50580,3698.9,1428.2,13.7,Butler County
,3021,2009.7,775.9,1.5,Chase County
,4407,1662.1,641.7,2.7,Chautauqua County
,21374,1520.8,587.2,14.1,Cherokee County
,3243,2641.6,1019.9,1.2,Cheyenne County
,2418,2524.6,974.7,1.0,Clark County
,9158,1667.6,643.9,5.5,Clay County
,11023,1853.6,715.7,5.9,Cloud County
,8404,1632.4,630.3,5.1,Coffey County
,2313,2041.9,788.4,1.1,Comanche County
,36915,2917.2,1126.3,12.7,Cowley County
,35568,1535.8,593.0,23.2,Crawford County
,4021,2314.4,893.6,1.7,Decatur County
,18958,2197.5,848.4,8.6,Dickinson County
,8134,1015.8,392.2,8.0,Doniphan County
,81798,1183.5,457.0,69.1,Douglas County
,3787,1611.1,622.1,2.4,Edwards County
,3327,1677.9,647.9,2.0,Elk County
,26004,2331.0,900.0,11.2,Ellis County
,6586,1854.3,715.9,3.6,Ellsworth County
,33070,3367.4,1300.2,9.8,Finney County
,27463,2845.3,1098.6,9.7,Ford County
,21994,1486.4,573.9,14.8,Franklin County
,30453,995.3,384.3,30.6,Geary County
,3231,2775.1,1071.5,1.2,Gove County
,3543,2326.7,898.3,1.5,Graham County
,7159,1489.0,574.9,4.8,Grant County
,5396,2250.6,868.9,2.4,Gray County
,1774,2015.2,778.1,0.9,Greeley County
,7847,2952.1,1139.8,2.7,Greenwood County
,2388,2581.0,996.5,0.9,Hamilton County
,7124,2075.8,801.5,3.4,Harper County
,31028,1397.1,539.4,22.2,Harvey County
,3886,1495.4,577.4,2.6,Haskell County
,2177,2227.3,860.0,1.0,Hodgeman County
,11525,1701.2,656.9,6.8,Jackson County
,15905,1388.6,536.2,11.5,Jefferson County
,4251,2354.9,909.2,1.8,Jewell County
,355054,1234.9,476.8,287.5,Johnson County
,4027,2253.4,870.0,1.8,Kearny County
,8292,2237.0,863.7,3.7,Kingman County
,3660,1871.1,722.4,2.0,Kiowa County
,23693,1680.7,648.9,14.1,Labette County
,2375,1857.7,717.3,1.3,Lane County
,64371,1200.0,463.3,53.6,Leavenworth County
,3653,1862.0,718.9,2.0,Lincoln County
,8254,1550.8,598.8,5.3,Linn County
,3081,2779.2,1073.1,1.1,Logan County
,34732,2204.1,851.0,15.8,Lyon County
,27268,2330.5,899.8,11.7,McPherson County
,12888,2442.8,943.2,5.3,Marion County
,11705,2337.8,902.6,5.0,Marshall County
,4247,2534.3,978.5,1.7,Meade County
,23466,1493.8,576.8,15.7,Miami County
,7203,1812.8,699.9,4.0,Mitchell County
,38816,1671.2,645.3,23.2,Montgomery County
,6198,1806.4,697.4,3.4,Morris County
,3480,1890.6,730.0,1.8,Morton County
,10446,1862.4,719.1,5.6,Nemaha County
,17035,1481.3,571.9,11.5,Neosho County
,4033,2783.8,1074.8,1.4,Ness County
,5947,2273.7,877.9,2.6,Norton County
,15248,1822.3,703.6,8.4,Osage County
,4867,2311.9,892.6,2.1,Osborne County
,5634,1867.8,721.2,3.0,Ottawa County
,7555,1953.4,754.2,3.9,Pawnee County
,6590,2295.4,886.3,2.9,Phillips County
,16128,2186.7,844.3,7.4,Pottawatomie County
,9702,1903.7,735.0,5.1,Pratt County
,3404,2770.5,1069.7,1.2,Rawlins County
,62389,3249.2,1254.5,19.2,Reno County
,6482,1855.9,716.5,3.5,Republic County
,10610,1881.9,726.6,5.6,Rice County
,67139,1579.0,609.6,42.5,Riley County
,6039,2300.9,888.4,2.6,Rooks County
,3842,1860.3,718.2,2.1,Rush County
,7835,2291.5,884.7,3.4,Russell County
,49301,1863.9,719.6,26.5,Saline County
,5289,1858.5,717.6,2.8,Scott County
,403662,2590.6,1000.2,155.8,Sedgwick County
,18743,1656.5,639.6,11.3,Seward County
,160976,1424.1,549.9,113.0,Shawnee County
,3043,2321.7,896.4,1.3,Sheridan County
,6926,2734.7,1055.9,2.5,Sherman County
,5078,2319.2,895.5,2.2,Smith County
,5365,2051.5,792.1,2.6,Stafford County
,2333,1761.4,680.1,1.3,Stanton County
,5048,1884.5,727.6,2.7,Stevens County
,25841,3061.1,1181.9,8.4,Sumner County
,8258,2783.9,1074.9,3.0,Thomas County
,3694,2300.9,888.4,1.6,Trego County
,6603,2065.4,797.5,3.2,Wabaunsee County
,1821,2367.4,914.1,0.8,Wallace County
,7073,2327.1,898.5,3.0,Washington County
,2758,1861.1,718.6,1.5,Wichita County
,10289,1486.4,573.9,6.9,Wilson County
,4116,1296.7,500.7,3.2,Woodson County
,161993,392.1,151.4,413.1,Wyandotte County
,3685296,102906.7,39732.3,35.8,Kentucky
,15360,1053.8,406.9,14.6,Adair County
,14628,896.5,346.1,16.3,Allen County
,14571,525.0,202.7,27.8,Anderson County
,7902,650.5,251.2,12.1,Ballard County
,34001,1271.6,491.0,26.7,Barren County
,9692,723.8,279.4,13.4,Bath County
,31506,934.4,360.8,33.7,Bell County
,57589,637.8,246.3,90.3,Boone County
,19236,754.8,291.4,25.5,Bourbon County
,51150,414.9,160.2,123.3,Boyd County
,25641,470.4,181.6,54.5,Boyle County
,7766,526.4,203.2,14.8,Bracken County
,15703,1282.6,495.2,12.2,Breathitt County
,16312,1482.6,572.4,11.0,Breckinridge County
,47567,774.7,299.1,61.4,Bullitt County
,11245,1108.8,428.1,10.1,Butler County
,13232,898.7,347.0,14.7,Caldwell County
,30735,1000.5,386.3,30.7,Calloway County
,83866,392.6,151.6,213.6,Campbell County
,5238,498.6,192.5,10.5,Carlisle County
,9292,337.0,130.1,27.6,Carroll County
,24340,1063.5,410.6,22.9,Carter County
,14211,1154.2,445.6,12.3,Casey County
,68941,1868.3,721.4,36.9,Christian County
,29496,658.7,254.3,44.8,Clark County
,21746,1219.9,471.0,17.8,Clay County
,9135,511.4,197.5,17.9,Clinton County
,9196,938.0,362.2,9.8,Crittenden County
,6784,792.1,305.8,8.6,Cumberland County
,87189,1197.7,462.4,72.8,Daviess County
,10357,783.8,302.6,13.2,Edmonson County
,6455,606.0,234.0,10.7,Elliott County
,14614,657.9,254.0,22.2,Estill County
,225366,736.9,284.5,305.8,Fayette County
,12292,909.3,351.1,13.5,Fleming County
,43586,1021.3,394.3,42.7,Floyd County
,43781,545.2,210.5,80.3,Franklin County
,8271,541.2,209.0,15.3,Fulton County
,5393,256.0,98.8,21.1,Gallatin County
,11579,598.9,231.2,19.3,Garrard County
,15737,673.1,259.9,23.4,Grant County
,33550,1439.1,555.7,23.3,Graves County
,21050,1304.6,503.7,16.1,Grayson County
,10371,747.9,288.7,13.9,Green County
,36742,896.7,346.2,41.0,Greenup County
,7864,489.0,188.8,16.1,Hancock County
,89240,1626.6,628.0,54.9,Hardin County
,36574,1210.0,467.2,30.2,Harlan County
,16248,802.2,309.7,20.3,Harrison County
,14890,1077.3,416.0,13.8,Hart County
,43044,1140.0,440.2,37.8,Henderson County
,12823,749.4,289.3,17.1,Henry County
,5566,633.2,244.5,8.8,Hickman County
,46126,1426.0,550.6,32.3,Hopkins County
,11955,897.0,346.3,13.3,Jackson County
,664937,997.4,385.1,666.6,Jefferson County
,30508,448.5,173.2,68.0,Jessamine County
,23248,677.4,261.6,34.3,Johnson County
,142031,421.1,162.6,337.3,Kenton County
,17906,912.2,352.2,19.6,Knott County
,29676,1004.1,387.7,29.6,Knox County
,11679,682.3,263.4,17.1,Larue County
,43438,1128.4,435.7,38.5,Laurel County
,13998,1084.8,418.9,12.9,Lawrence County
,7422,543.6,209.9,13.7,Lee County
,13642,1046.5,404.0,13.0,Leslie County
,27000,878.1,339.1,30.7,Letcher County
,13029,1254.9,484.5,10.4,Lewis County
,20045,871.7,336.6,23.0,Lincoln County
,9062,818.7,316.1,11.1,Livingston County
,24416,1439.3,555.7,17.0,Logan County
,6624,558.8,215.8,11.9,Lyon County
,62879,650.5,251.1,96.7,McCracken County
,15603,1107.8,427.7,14.1,McCreary County
,9628,658.7,254.3,14.6,McLean County
,57508,1141.5,440.7,50.4,Madison County
,13077,801.5,309.5,16.3,Magoffin County
,16499,897.9,346.7,18.4,Marion County
,27205,789.7,304.9,34.4,Marshall County
,12526,597.6,230.7,21.0,Martin County
,16666,624.5,241.1,26.7,Mason County
,24170,799.1,308.5,30.2,Meade County
,5092,528.1,203.9,9.6,Menifee County
,19148,649.9,250.9,29.5,Mercer County
,8963,753.5,290.9,11.9,Metcalfe County
,11401,856.8,330.8,13.3,Monroe County
,19561,514.4,198.6,38.0,Montgomery County
,11648,987.6,381.3,11.8,Morgan County
,31318,1229.6,474.7,25.5,Muhlenberg County
,29710,1094.8,422.7,27.1,Nelson County
,6725,509.2,196.6,13.2,Nicholas County
,21105,1538.0,593.8,13.7,Ohio County
,33263,490.0,189.2,67.9,Oldham County
,9035,912.1,352.2,9.9,Owen County
,5036,513.1,198.1,9.8,Owsley County
,12036,725.3,280.0,16.6,Pendleton County
,30283,886.2,342.2,34.2,Perry County
,72583,2040.2,787.7,35.6,Pike County
,11686,466.6,180.1,25.0,Powell County
,49489,1713.6,661.6,28.9,Pulaski County
,2124,259.2,100.1,8.2,Robertson County
,14803,822.4,317.5,18.0,Rockcastle County
,20353,727.4,280.8,28.0,Rowan County
,14716,656.7,253.5,22.4,Russell County
,23867,738.6,285.2,32.3,Scott County
,24824,995.0,384.2,24.9,Shelby County
,15145,611.8,236.2,24.8,Simpson County
,6801,481.5,185.9,14.1,Spencer County
,21146,698.9,269.8,30.3,Taylor County
,10940,974.8,376.4,11.2,Todd County
,10361,1148.3,443.4,9.0,Trigg County
,6090,385.5,148.9,15.8,Trimble County
,16557,893.8,345.1,18.5,Union County
,76673,1412.2,545.2,54.3,Warren County
,10441,778.6,300.6,13.4,Washington County
,17468,1189.9,459.4,14.7,Wayne County
,13955,866.9,334.7,16.1,Webster County
,33326,1140.0,440.2,29.2,Whitley County
,6503,577.1,222.8,11.3,Wolfe County
,19955,493.9,190.7,40.4,Woodford County
,4219973,112836.2,43566.1,37.4,Louisiana
,55882,1697.3,655.3,32.9,Acadia Parish
,21226,1980.3,764.6,10.7,Allen Parish
,58214,755.1,291.6,77.1,Ascension Parish
,22753,877.3,338.7,25.9,Assumption Parish
,39159,2156.2,832.5,18.2,Avoyelles Parish
,30083,3004.8,1160.2,10.0,Beauregard Parish
,15979,2099.7,810.7,7.6,Bienville Parish
,86088,2171.6,838.5,39.6,Bossier Parish
,248253,2284.7,882.1,108.7,Caddo Parish
,168134,2774.4,1071.2,60.6,Calcasieu Parish
,9810,1371.3,529.5,7.2,Caldwell Parish
,9260,3400.8,1313.0,2.7,Cameron Parish
,11065,1822.6,703.7,6.1,Catahoula Parish
,17405,1954.7,754.7,8.9,Claiborne Parish
,20828,1803.6,696.4,11.5,Concordia Parish
,25346,2272.1,877.3,11.2,De Soto Parish
,380105,1180.2,455.7,322.1,East Baton Rouge Parish
,9709,1091.6,421.5,8.9,East Carroll Parish
,19211,1174.4,453.4,16.4,East Feliciana Parish
,33274,1720.6,664.3,19.3,Evangeline Parish
,22387,1614.7,623.4,13.9,Franklin Parish
,17526,1670.9,645.1,10.5,Grant Parish
,68297,1489.7,575.2,45.8,Iberia Parish
,31049,1602.4,618.7,19.4,Iberville Parish
,15705,1476.2,570.0,10.6,Jackson Parish
,448306,792.3,305.9,565.8,Jefferson Parish
,30722,1689.6,652.4,18.2,Jefferson Davis Parish
,164762,699.0,269.9,235.7,Lafayette Parish
,85860,2809.7,1084.8,30.6,Lafourche Parish
,13662,1615.9,623.9,8.5,La Salle Parish
,41745,1220.9,471.4,34.2,Lincoln Parish
,70526,1678.5,648.1,42.0,Livingston Parish
,12463,1616.5,624.1,7.7,Madison Parish
,31938,2057.3,794.3,15.5,Morehouse Parish
,36689,3254.1,1256.4,11.3,Natchitoches Parish
,496938,467.9,180.6,1062.1,Orleans Parish
,142191,1582.5,611.0,89.9,Ouachita Parish
,25575,2187.6,844.6,11.7,Plaquemines Parish
,22540,1443.7,557.4,15.6,Pointe Coupee Parish
,131556,3425.7,1322.7,38.4,Rapides Parish
,9387,1006.5,388.6,9.3,Red River Parish
,20629,1446.5,558.5,14.3,Richland Parish
,22646,2241.2,865.3,10.1,Sabine Parish
,66631,1204.8,465.2,55.3,St. Bernard Parish
,42437,734.7,283.7,57.8,St. Charles Parish
,9874,1057.7,408.4,9.3,St. Helena Parish
,20879,637.5,246.1,32.8,St. James Parish
,39996,567.0,218.9,70.5,St. John the Baptist Parish
,80331,2405.3,928.7,33.4,St. Landry Parish
,43978,1916.4,739.9,22.9,St. Martin Parish
,58086,1587.5,612.9,36.6,St. Mary Parish
,144508,2213.0,854.4,65.3,St. Tammany Parish
,85709,2046.9,790.3,41.9,Tangipahoa Parish
,7103,1560.6,602.5,4.6,Tensas Parish
,96982,3250.6,1255.1,29.8,Terrebonne Parish
,20690,2273.2,877.7,9.1,Union Parish
,50055,3040.3,1173.9,16.5,Vermilion Parish
,61961,3440.8,1328.5,18.0,Vernon Parish
,43185,1734.3,669.6,24.9,Washington Parish
,41989,1543.5,595.9,27.2,Webster Parish
,19419,495.3,191.2,39.2,West Baton Rouge Parish
,12093,930.9,359.4,13.0,West Carroll Parish
,12915,1051.6,406.0,12.3,West Feliciana Parish
,16269,2461.9,950.6,6.6,Winn Parish
,1227928,79939.1,30864.5,15.4,Maine
,105259,1218.1,470.3,86.4,Androscoggin County
,86936,17280.3,6671.9,5.0,Aroostook County
,243135,2164.2,835.6,112.3,Cumberland County
,29008,4397.8,1698.0,6.6,Franklin County
,46948,4115.8,1589.1,11.4,Hancock County
,115904,2246.8,867.5,51.6,Kennebec County
,36310,946.9,365.6,38.3,Knox County
