"","Pop","Sq.Ki.","Sq.Mi.","Pop.per.Sq.Ki.","Name","State"
"721","27533",1115.6,430.7,"24.7","Daviess County","Indiana "
"722","38835",790.6,305.2,"49.1","Dearborn County","Indiana "
"723","23645",965.1,372.6,"24.5","Decatur County","Indiana "
"724","35324",939.9,362.9,"37.6","De Kalb County","Indiana "
"725","119659",1018.7,393.3,"117.5","Delaware County","Indiana "
"726","36616",1114,430.1,"32.9","Dubois County","Indiana "
"727","156198",1201.3,463.8,"130.0","Elkhart County","Indiana "
"728","26015",556.8,215,"46.7","Fayette County","Indiana "
"729","64404",383.4,148,"168.0","Floyd County","Indiana "
"730","17808",1024.9,395.7,"17.4","Fountain County","Indiana "
"731","19580",999.8,386,"19.6","Franklin County","Indiana "
"732","18840",954.5,368.5,"19.7","Fulton County","Indiana "
"733","31913",1266.1,488.9,"25.2","Gibson County","Indiana "
"734","74169",1072.4,414,"69.2","Grant County","Indiana "
"735","30410",1404.1,542.1,"21.7","Greene County","Indiana "
"736","108936",1030.9,398,"105.7","Hamilton County","Indiana "
